x-axis,1,2
second,Volt,Volt
-273.00000E-03,,
-272.93490E-03,,
-272.86979E-03,,
-272.80469E-03,,
-272.73958E-03,,
-272.67448E-03,+4.51147E-03,+3.25251885E+00
-272.60938E-03,+5.01398E-03,+3.25754397E+00
-272.54427E-03,+1.08433E-03,+3.25533292E+00
-272.47917E-03,-950.84E-06,+3.25392588E+00
-272.41406E-03,+2.85318E-03,+3.25754397E+00
-272.34896E-03,+7.02403E-03,+3.25533292E+00
-272.28385E-03,+14.82805E-03,+3.25754397E+00
-272.21875E-03,+12.12956E-03,+3.25533292E+00
-272.15365E-03,+1.37076E-03,+3.25392588E+00
-272.08854E-03,-8.51868E-03,+3.25392588E+00
-272.02344E-03,-7.79507E-03,+3.25392588E+00
-271.95833E-03,+5.04916E-03,+3.25754397E+00
-271.89323E-03,+6.38584E-03,+3.25533292E+00
-271.82813E-03,+1.98885E-03,+3.25392588E+00
-271.76302E-03,-3.13175E-03,+3.25392588E+00
-271.69792E-03,-2.56391E-03,+3.25392588E+00
-271.63281E-03,+506.44E-06,+3.25392588E+00
-271.56771E-03,+10.97378E-03,+3.25392588E+00
-271.50260E-03,-945.82E-06,+3.25392588E+00
-271.43750E-03,-5.04130E-03,+3.25392588E+00
-271.37240E-03,-2.27748E-03,+3.25392588E+00
-271.30729E-03,-6.11667E-03,+3.25392588E+00
-271.24219E-03,-5.01617E-03,+3.25754397E+00
-271.17708E-03,-6.51366E-03,+3.25533292E+00
-271.11198E-03,-9.07145E-03,+3.25392588E+00
-271.04688E-03,-2.70461E-03,+3.25392588E+00
-270.98177E-03,+3.89338E-03,+3.25392588E+00
-270.91667E-03,+8.39086E-03,+3.25392588E+00
-270.85156E-03,+7.47127E-03,+3.25754397E+00
-270.78646E-03,+5.84815E-03,+3.25533292E+00
-270.72135E-03,+6.43609E-03,+3.25392588E+00
-270.65625E-03,+6.87830E-03,+3.25392588E+00
-270.59115E-03,+7.00393E-03,+3.25392588E+00
-270.52604E-03,+5.59187E-03,+3.25754397E+00
-270.46094E-03,+5.30041E-03,+3.25533292E+00
-270.39583E-03,+3.50644E-03,+3.25392588E+00
-270.33073E-03,+1.77277E-03,+3.25392588E+00
-270.26563E-03,-5.85034E-03,+3.25392588E+00
-270.20052E-03,-5.49858E-03,+3.25392588E+00
-270.13542E-03,-558.88E-06,+3.25392588E+00
-270.07031E-03,+69.26E-06,+3.25392588E+00
-270.00521E-03,-5.31265E-03,+3.25392588E+00
-269.94010E-03,-15.51366E-03,+3.25392588E+00
