x-axis,1,2
second,Volt,Volt
-273.00000E-03,,
-272.93490E-03,,
-272.86979E-03,,
-272.80469E-03,,
-272.73958E-03,,
-272.67448E-03,+209.96E-06,-17.43087E-03
-272.60938E-03,-4.56391E-03,-17.43087E-03
-272.54427E-03,+340.61E-06,-17.43087E-03
-272.47917E-03,+1.68232E-03,-17.43087E-03
-272.41406E-03,-1.81517E-03,-17.43087E-03
-272.34896E-03,-478.48E-06,-17.43087E-03
-272.28385E-03,+7.19991E-03,-17.43087E-03
-272.21875E-03,-3.85537E-03,-17.43087E-03
-272.15365E-03,-13.23728E-03,-17.43087E-03
-272.08854E-03,-7.58401E-03,-17.43087E-03
-272.02344E-03,-6.39808E-03,-17.43087E-03
-271.95833E-03,-9.29255E-03,-17.43087E-03
-271.89323E-03,-11.43828E-03,-17.43087E-03
-271.82813E-03,-14.46341E-03,-17.43087E-03
-271.76302E-03,-10.20210E-03,-17.43087E-03
-271.69792E-03,-10.78502E-03,-17.43087E-03
-271.63281E-03,-3.39305E-03,-17.43087E-03
-271.56771E-03,-2.74481E-03,-17.43087E-03
-271.50260E-03,-9.91567E-03,-17.43087E-03
-271.43750E-03,-3.08150E-03,-17.43087E-03
-271.37240E-03,-1.93577E-03,-17.43087E-03
-271.30729E-03,-16.09155E-03,-17.43087E-03
-271.24219E-03,-9.92069E-03,-17.43087E-03
-271.17708E-03,-14.47848E-03,-17.43087E-03
-271.11198E-03,-10.45336E-03,-17.43087E-03
-271.04688E-03,-6.90059E-03,-17.43087E-03
-270.98177E-03,-2.31265E-03,-17.43087E-03
-270.91667E-03,-1.52873E-03,-17.43087E-03
-270.85156E-03,-704.61E-06,-17.43087E-03
-270.78646E-03,+747.65E-06,-17.43087E-03
-270.72135E-03,-3.65939E-03,-17.43087E-03
-270.65625E-03,-8.77999E-03,-17.43087E-03
-270.59115E-03,-8.14682E-03,-17.43087E-03
-270.52604E-03,-12.11165E-03,-17.43087E-03
-270.46094E-03,-18.91567E-03,-17.43087E-03
-270.39583E-03,-23.38300E-03,+706.18727E-03
-270.33073E-03,-18.03627E-03,+2.61573506E+00
-270.26563E-03,-13.31265E-03,+3.25613694E+00
-270.20052E-03,-7.82019E-03,+3.26256910E+00
-270.13542E-03,-9.91567E-03,+3.26397613E+00
-270.07031E-03,-14.41316E-03,+3.26035804E+00
-270.00521E-03,-13.04130E-03,+3.25895101E+00
-269.94010E-03,-2.55888E-03,+3.25895101E+00
-269.87500E-03,-6.46341E-03,+3.25895101E+00
-269.80990E-03,-2.90562E-03,+3.25895101E+00
